Ticker,Filing Fiscal Year,Filing Fiscal Period,Period Type,Start Date,End Date,Filing Date,Form,Metric,XBRL Tag,Value,Unit,Accession,Frame
AAPL,2009,FY,Instant,,2006-09-30,2009-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,6392000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2006-09-30,2009-10-27,10-K,Stockholders Equity,StockholdersEquity,9984000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2007-09-29,2009-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,9352000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,15852000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,Gross Profit,GrossProfit,8154000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,1512000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,Net Income,NetIncomeLoss,3496000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,Operating Income,OperatingIncomeLoss,4409000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,R&D,ResearchAndDevelopmentExpense,782000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2006-10-01,2007-09-29,2009-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,2963000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2007-09-29,2009-10-27,10-K,Stockholders Equity,StockholdersEquity,14532000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2008-09-27,2009-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11875000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,21334000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,Gross Profit,GrossProfit,11145000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,2061000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,Net Income,NetIncomeLoss,4834000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,Operating Income,OperatingIncomeLoss,6275000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,R&D,ResearchAndDevelopmentExpense,1109000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2007-09-30,2008-09-27,2009-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,3761000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2008-09-27,2009-10-27,10-K,Stockholders Equity,StockholdersEquity,21030000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2008-09-27,2009-10-27,10-K,Total Assets,Assets,39572000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2008-09-27,2009-10-27,10-K,Total Liabilities,Liabilities,18542000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2009-09-26,2009-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,5263000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,23397000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,Gross Profit,GrossProfit,13140000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,2280000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,Net Income,NetIncomeLoss,5704000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,Operating Income,OperatingIncomeLoss,7658000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,R&D,ResearchAndDevelopmentExpense,1333000000,USD,0001193125-09-214859,
AAPL,2009,FY,Annual,2008-09-28,2009-09-26,2009-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,4149000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2009-09-26,2009-10-27,10-K,Stockholders Equity,StockholdersEquity,27832000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2009-09-26,2009-10-27,10-K,Total Assets,Assets,53851000000,USD,0001193125-09-214859,
AAPL,2009,FY,Instant,,2009-09-26,2009-10-27,10-K,Total Liabilities,Liabilities,26019000000,USD,0001193125-09-214859,
AAPL,2009,Q3,Instant,,2007-09-29,2009-07-22,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,9352000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2008-06-28,2009-07-22,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,9373000000,USD,0001193125-09-153165,CY2008Q2I
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,16178000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,4864000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,Gross Profit,GrossProfit,8406000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,Gross Profit,GrossProfit,2600000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,Income Tax,IncomeTaxExpenseBenefit,1615000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,Income Tax,IncomeTaxExpenseBenefit,438000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,Net Income,NetIncomeLoss,3698000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,Net Income,NetIncomeLoss,1072000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,Operating Income,OperatingIncomeLoss,4833000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,Operating Income,OperatingIncomeLoss,1392000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,R&D,ResearchAndDevelopmentExpense,811000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,R&D,ResearchAndDevelopmentExpense,292000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Annual,2007-09-30,2008-06-28,2009-07-22,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,2762000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2008-03-30,2008-06-28,2009-07-22,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,916000000,USD,0001193125-09-153165,CY2008Q2
AAPL,2009,Q3,Instant,,2008-09-27,2009-07-22,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11875000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2008-09-27,2009-07-22,10-Q,Stockholders Equity,StockholdersEquity,21030000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2008-09-27,2009-07-22,10-Q,Total Assets,Assets,39572000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2008-09-27,2009-07-22,10-Q,Total Liabilities,Liabilities,18542000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2009-06-27,2009-07-22,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,5605000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,17141000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,5314000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,Gross Profit,GrossProfit,9526000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,Gross Profit,GrossProfit,3023000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,Income Tax,IncomeTaxExpenseBenefit,1707000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,Income Tax,IncomeTaxExpenseBenefit,503000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,Net Income,NetIncomeLoss,4039000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,Net Income,NetIncomeLoss,1229000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,Operating Income,OperatingIncomeLoss,5465000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,Operating Income,OperatingIncomeLoss,1672000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,R&D,ResearchAndDevelopmentExpense,975000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,R&D,ResearchAndDevelopmentExpense,341000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Annual,2008-09-28,2009-06-27,2009-07-22,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,3086000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Quarter,2009-03-29,2009-06-27,2009-07-22,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,1010000000,USD,0001193125-09-153165,
AAPL,2009,Q3,Instant,,2009-06-27,2009-07-22,10-Q,Stockholders Equity,StockholdersEquity,25888000000,USD,0001193125-09-153165,CY2009Q2I
AAPL,2009,Q3,Instant,,2009-06-27,2009-07-22,10-Q,Total Assets,Assets,48140000000,USD,0001193125-09-153165,CY2009Q2I
AAPL,2009,Q3,Instant,,2009-06-27,2009-07-22,10-Q,Total Liabilities,Liabilities,22252000000,USD,0001193125-09-153165,CY2009Q2I
AAPL,2010,FY,Instant,,2007-09-29,2010-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,9352000000,USD,0001193125-10-238044,CY2007Q3I
AAPL,2010,FY,Instant,,2007-09-29,2010-10-27,10-K,Stockholders Equity,StockholdersEquity,14531000000,USD,0001193125-10-238044,CY2007Q3I
AAPL,2010,FY,Instant,,2008-09-27,2010-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11875000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,24294000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,Gross Profit,GrossProfit,13197000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,2828000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,Net Income,NetIncomeLoss,6119000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,Operating Income,OperatingIncomeLoss,8327000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,R&D,ResearchAndDevelopmentExpense,1109000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Annual,2007-09-30,2008-09-27,2010-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,3761000000,USD,0001193125-10-238044,CY2008
AAPL,2010,FY,Instant,,2008-09-27,2010-10-27,10-K,Stockholders Equity,StockholdersEquity,22297000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2008-09-27,2010-10-27,10-K,Total Assets,Assets,36171000000,USD,0001193125-10-238044,CY2008Q3I
AAPL,2010,FY,Quarter,2008-09-28,2008-12-27,2010-10-27,10-K,Gross Profit,GrossProfit,4507000000,USD,0001193125-10-238044,CY2008Q4
AAPL,2010,FY,Quarter,2008-09-28,2008-12-27,2010-10-27,10-K,Net Income,NetIncomeLoss,2255000000,USD,0001193125-10-238044,CY2008Q4
AAPL,2010,FY,Quarter,2008-12-28,2009-03-28,2010-10-27,10-K,Gross Profit,GrossProfit,3627000000,USD,0001193125-10-238044,CY2009Q1
AAPL,2010,FY,Quarter,2008-12-28,2009-03-28,2010-10-27,10-K,Net Income,NetIncomeLoss,1620000000,USD,0001193125-10-238044,CY2009Q1
AAPL,2010,FY,Quarter,2009-03-29,2009-06-27,2010-10-27,10-K,Gross Profit,GrossProfit,3983000000,USD,0001193125-10-238044,CY2009Q2
AAPL,2010,FY,Quarter,2009-03-29,2009-06-27,2010-10-27,10-K,Net Income,NetIncomeLoss,1828000000,USD,0001193125-10-238044,CY2009Q2
AAPL,2010,FY,Instant,,2009-09-26,2010-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,5263000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,25683000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,Gross Profit,GrossProfit,17222000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2009-06-28,2009-09-26,2010-10-27,10-K,Gross Profit,GrossProfit,5105000000,USD,0001193125-10-238044,CY2009Q3
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,3831000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,Net Income,NetIncomeLoss,8235000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2009-06-28,2009-09-26,2010-10-27,10-K,Net Income,NetIncomeLoss,2532000000,USD,0001193125-10-238044,CY2009Q3
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,Operating Income,OperatingIncomeLoss,11740000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,R&D,ResearchAndDevelopmentExpense,1333000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2008-09-28,2009-09-26,2010-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,4149000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2009-09-26,2010-10-27,10-K,Stockholders Equity,StockholdersEquity,31640000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2009-09-26,2010-10-27,10-K,Total Assets,Assets,47501000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2009-09-26,2010-10-27,10-K,Total Liabilities,Liabilities,15861000000,USD,0001193125-10-238044,CY2009Q3I
AAPL,2010,FY,Quarter,2009-09-27,2009-12-26,2010-10-27,10-K,Gross Profit,GrossProfit,6411000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2009-09-27,2009-12-26,2010-10-27,10-K,Net Income,NetIncomeLoss,3378000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2009-12-27,2010-03-27,2010-10-27,10-K,Gross Profit,GrossProfit,5625000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2009-12-27,2010-03-27,2010-10-27,10-K,Net Income,NetIncomeLoss,3074000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2010-03-28,2010-06-26,2010-10-27,10-K,Gross Profit,GrossProfit,6136000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2010-03-28,2010-06-26,2010-10-27,10-K,Net Income,NetIncomeLoss,3253000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2010-09-25,2010-10-27,10-K,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11261000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,Cost of Revenue,CostOfGoodsAndServicesSold,39541000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,Gross Profit,GrossProfit,25684000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2010-06-27,2010-09-25,2010-10-27,10-K,Gross Profit,GrossProfit,7512000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,Income Tax,IncomeTaxExpenseBenefit,4527000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,Net Income,NetIncomeLoss,14013000000,USD,0001193125-10-238044,
AAPL,2010,FY,Quarter,2010-06-27,2010-09-25,2010-10-27,10-K,Net Income,NetIncomeLoss,4308000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,Operating Income,OperatingIncomeLoss,18385000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,R&D,ResearchAndDevelopmentExpense,1782000000,USD,0001193125-10-238044,
AAPL,2010,FY,Annual,2009-09-27,2010-09-25,2010-10-27,10-K,SG&A,SellingGeneralAndAdministrativeExpense,5517000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2010-09-25,2010-10-27,10-K,Stockholders Equity,StockholdersEquity,47791000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2010-09-25,2010-10-27,10-K,Total Assets,Assets,75183000000,USD,0001193125-10-238044,
AAPL,2010,FY,Instant,,2010-09-25,2010-10-27,10-K,Total Liabilities,Liabilities,27392000000,USD,0001193125-10-238044,
AAPL,2010,Q1,Instant,,2008-09-27,2010-01-25,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11875000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2008-12-27,2010-01-25,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,7236000000,USD,0001193125-10-012085,CY2008Q4I
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,7373000000,USD,0001193125-10-012085,CY2008Q4
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,Gross Profit,GrossProfit,4507000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,Income Tax,IncomeTaxExpenseBenefit,1004000000,USD,0001193125-10-012085,CY2008Q4
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,Net Income,NetIncomeLoss,2255000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,Operating Income,OperatingIncomeLoss,3101000000,USD,0001193125-10-012085,CY2008Q4
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,R&D,ResearchAndDevelopmentExpense,315000000,USD,0001193125-10-012085,CY2008Q4
AAPL,2010,Q1,Quarter,2008-09-28,2008-12-27,2010-01-25,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,1091000000,USD,0001193125-10-012085,CY2008Q4
AAPL,2010,Q1,Instant,,2009-09-26,2010-01-25,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,5263000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2009-09-26,2010-01-25,10-Q,Stockholders Equity,StockholdersEquity,31640000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2009-09-26,2010-01-25,10-Q,Total Assets,Assets,47501000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2009-09-26,2010-01-25,10-Q,Total Liabilities,Liabilities,15861000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2009-12-26,2010-01-25,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,7609000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,9272000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,Gross Profit,GrossProfit,6411000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,Income Tax,IncomeTaxExpenseBenefit,1380000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,Net Income,NetIncomeLoss,3378000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,Operating Income,OperatingIncomeLoss,4725000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,R&D,ResearchAndDevelopmentExpense,398000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Quarter,2009-09-27,2009-12-26,2010-01-25,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,1288000000,USD,0001193125-10-012085,
AAPL,2010,Q1,Instant,,2009-12-26,2010-01-25,10-Q,Stockholders Equity,StockholdersEquity,35768000000,USD,0001193125-10-012085,CY2009Q4I
AAPL,2010,Q1,Instant,,2009-12-26,2010-01-25,10-Q,Total Assets,Assets,53926000000,USD,0001193125-10-012085,CY2009Q4I
AAPL,2010,Q1,Instant,,2009-12-26,2010-01-25,10-Q,Total Liabilities,Liabilities,18158000000,USD,0001193125-10-012085,CY2009Q4I
AAPL,2010,Q2,Instant,,2008-09-27,2010-04-21,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,11875000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Instant,,2009-03-28,2010-04-21,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,4466000000,USD,0001193125-10-088957,CY2009Q1I
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,12830000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,5457000000,USD,0001193125-10-088957,CY2009Q1
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,Gross Profit,GrossProfit,8134000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,Gross Profit,GrossProfit,3627000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,Income Tax,IncomeTaxExpenseBenefit,1770000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,Income Tax,IncomeTaxExpenseBenefit,766000000,USD,0001193125-10-088957,CY2009Q1
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,Net Income,NetIncomeLoss,3875000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,Net Income,NetIncomeLoss,1620000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,Operating Income,OperatingIncomeLoss,5424000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,Operating Income,OperatingIncomeLoss,2323000000,USD,0001193125-10-088957,CY2009Q1
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,R&D,ResearchAndDevelopmentExpense,634000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,R&D,ResearchAndDevelopmentExpense,319000000,USD,0001193125-10-088957,CY2009Q1
AAPL,2010,Q2,YTD,2008-09-28,2009-03-28,2010-04-21,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,2076000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2008-12-28,2009-03-28,2010-04-21,10-Q,SG&A,SellingGeneralAndAdministrativeExpense,985000000,USD,0001193125-10-088957,CY2009Q1
AAPL,2010,Q2,Instant,,2009-09-26,2010-04-21,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,5263000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Instant,,2009-09-26,2010-04-21,10-Q,Stockholders Equity,StockholdersEquity,31640000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Instant,,2009-09-26,2010-04-21,10-Q,Total Assets,Assets,47501000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Instant,,2009-09-26,2010-04-21,10-Q,Total Liabilities,Liabilities,15861000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Instant,,2010-03-27,2010-04-21,10-Q,Cash & Equivalents,CashAndCashEquivalentsAtCarryingValue,10018000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2009-09-27,2010-03-27,2010-04-21,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,17146000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2009-12-27,2010-03-27,2010-04-21,10-Q,Cost of Revenue,CostOfGoodsAndServicesSold,7874000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2009-09-27,2010-03-27,2010-04-21,10-Q,Gross Profit,GrossProfit,12036000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2009-12-27,2010-03-27,2010-04-21,10-Q,Gross Profit,GrossProfit,5625000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2009-09-27,2010-03-27,2010-04-21,10-Q,Income Tax,IncomeTaxExpenseBenefit,2335000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2009-12-27,2010-03-27,2010-04-21,10-Q,Income Tax,IncomeTaxExpenseBenefit,955000000,USD,0001193125-10-088957,
AAPL,2010,Q2,YTD,2009-09-27,2010-03-27,2010-04-21,10-Q,Net Income,NetIncomeLoss,6452000000,USD,0001193125-10-088957,
AAPL,2010,Q2,Quarter,2009-12-27,2010-03-27,2010-04-21,10-Q,Net Income,NetIncomeLoss,3074000000,USD,0001193125-10-088957,
